web-scraper-order,web-scraper-start-url,job_title_link,job_title_link-href,job_title,Company,Salary,Date,job_description,pages,pages-href
"1628454834-1437","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=15","Customs Data Analyst","https://www.reed.co.uk/jobs/customs-data-analyst/43536975?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Customs Data Analyst","Adecco","£11.46 per hour","Posted 30 July by 

                        Adecco","Overview   The Customs Data Analyst (CDA) is a key member of the Global Trade (GT) team and will be located in Wolverhampton. You will report to the UK Customs Supervisor, and overall to the UK Customs Manager.The CDA's role is to support the customs operations in an effective, efficient and compliant manner.To provide digital/IT solutions to simplify the day to day customs operations (Import through to Export) and to support analytical reporting to the business.You will assist in any customs matters and provide the direct support to the supervisor/manager.You will be required to demonstrate an advanced practical knowledge & understanding of IT tools & platforms (such as Excel and Access).You will have an understanding of customs, import, export processes and the related UK simplifications and facilitation measures/regimes (desirable). Duties and Responsibilities   To support the customs digital enhancement projects and day to day customs operations.Support the Global Trade team to develop and improve customs, import and export processes and procedures, to include the use of methods designed to automate the collection and retrieval of data in support of a Customs Compliance programmeTo enhance and support the preparation and reporting of customs information/data, (using excel and Access) to the wider business and external bodies as required.Maintain spreadsheets/other records as part of data processing routinesTo facilitate customs clearance as quickly as possible and to liaise with other internal functions /departments, business partners & customs brokers/agents as required.Issue customs clearance instructions in respect of imported goods (and export as required).Check the customs information is correct and accurate.Check and validate the data inputted by other parties to ensure quality and conformity.Check the customs entry documents (C88 & E2) received back from agents, to ensure the goods are cleared in line with the instructions given.Required to access company systems (SAP/GTS/XClass) to obtain information to support the customs clearance process.Provide support in the wider customs operations and support the Global Trade compliance culture.Attend Global Trade training (internal/external) as required (seminars/conferences/webinars) to enhance knowledge base. Qualifications/Experience   Strong IT skills. 'Competent to Expert abilities' within MS Excel/Access platforms/365 (create complex lookups /pivot tables & databases)Experience with SAP/GTS or other MRP/ERP platforms (desirable)Demonstrable experience in a similar customs, freight forwarding or analytic role.Understanding of the 'customs rudiments' Valuation/Classification/Origin (desirable)Experience/understanding of logistics/international supply chain (desirable)Highly organised, with good planning, reporting and communication skills.A concise communicator, able to communicate issues with clarity.Works with attention to detail.Good problem solving skills.Flexible and willing to take on new tasks/assist where required. Adecco acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Adecco Group UK & Ireland is an Equal Opportunities Employer. By applying for this role your details will be submitted to Adecco. Our Candidate Privacy Information Statement explains how we will use your information - please copy and paste the following link in to your browser https://candidate-privacy","",""
"1628455315-1602","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=9","Data Analyst (Graduate)","https://www.reed.co.uk/jobs/data-analyst-graduate/43424448?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst (Graduate)","Utility People","£18,000 - £20,000 per annum","Posted 20 July by 

                        Utility People","A fantastic opportunity has arisen for an ambitious Mathematics, Statics or similar numeric graduate, seeking an exciting career in Data Analysis, to join a small team providing Data Management and IT services to the Utility industry as their Data Analyst. This Data Analyst role is a rare chance to become part of the thriving Energy community, which will offer  the right candidate the first step on an exciting and challenging career path. If you are a graduate with a good degree in maths, statistics or similar, have an enquiring mind, are analytical and a good problem solver, the Data Analyst could be just the job for you! Key responsibilities:  Data entry and data analysisDaily data checksEnsuring data is accurate for clientsIdentify issues with data and offer solutionsInvestigating dataAnalyse faults and report on theseEffective communication with clientsAbility to work to standard and to prioritise under pressure and to strict deadlinesAbility to organise and manage time effectivelyProcessing information through in-house systemsProviding excellent customer service at all times Skills and experience required:  Graduate with mathematics, statisticsor similar numeric degreeMust be energetic and capable of sustained concentrationMust be numerate and analyticalGood telephone mannerLiterate and professional email userSkilled user of databases, spreadsheet analysis and MS OfficeExperience of the utility industry would be advantageous - particularly knowledge of the DTN, dataflows and the BSC","",""
"1628454411-1275","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=22","Data Reporting Analyst - Insurance","https://www.reed.co.uk/jobs/data-reporting-analyst-insurance/43593415?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Reporting Analyst - Insurance","Ashdown Group","£45,000 - £53,000 per annum","Posted 3 days ago by 

                        Ashdown Group","Home Based Data Reporting Analyst A global insurance company is looking for an experienced Data Reporting Analyst to join its team. Please note that this role offers home working should you prefer. The company has two UK offices in London and Birmingham and would ask that candidates can reach one of those once a month at least. The salary on offer is up to £53,000 plus bonus (up to 20%), 25 days annual leave and many more benefits.  This is a fantastic opportunity for a passionate data and reporting person to join a large global firm. Day to day duties will include: - Working with insurance teams in the areas of Underwriting, Claims, Finance, Actuaries and IT to understand data and reporting requirements - Business analysis and requirements gathering - Driving data quality and advising on best practice - Supporting data projects and change management - Providing a business interface for data requests - Effective reporting of KPI metrics, data quality and regulatory reports - Gap analysis - Building dashboards To be considered suitable you will need the following skills and experience: - Strong data and business analysis background - Ideally some experience of reporting within the insurance sector - Ability to manage and manipulate data - MI reporting - Excel, SQL, Power BI and Qlikview experience - Ability to produce quality data visualisations and infographics","",""
"1628454450-1289","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=21","Data Reporting Analyst - Insurance","https://www.reed.co.uk/jobs/data-reporting-analyst-insurance/43593499?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Reporting Analyst - Insurance","Ashdown Group","£45,000 - £53,000 per annum","Posted 3 days ago by 

                        Ashdown Group","Home Based Data Reporting Analyst A global insurance company is looking for an experienced Data Reporting Analyst to join its team. Please note that this role offers home working should you prefer. The company has two UK offices in London and Birmingham and would ask that candidates can reach one of those once a month at least. The salary on offer is up to £53,000 plus bonus (up to 20%), 25 days annual leave and many more benefits.  This is a fantastic opportunity for a passionate data and reporting person to join a large global firm. Day to day duties will include: - Working with insurance teams in the areas of Underwriting, Claims, Finance, Actuaries and IT to understand data and reporting requirements - Business analysis and requirements gathering - Driving data quality and advising on best practice - Supporting data projects and change management - Providing a business interface for data requests - Effective reporting of KPI metrics, data quality and regulatory reports - Gap analysis - Building dashboards To be considered suitable you will need the following skills and experience: - Strong data and business analysis background - Ideally some experience of reporting within the insurance sector - Ability to manage and manipulate data - MI reporting - Excel, SQL, Power BI and Qlikview experience - Ability to produce quality data visualisations and infographics","",""
"1628455090-1537","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=11","Media Data Analyst","https://www.reed.co.uk/jobs/media-data-analyst/43590742?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Media Data Analyst","The People Network","£35,000 - £40,000 per annum","Posted 4 days ago by 

                         The People Network","Media Data Analyst

Media Data Analyst required by dynamic, global digital marketing solutions agency.

This amazing company are going from strength to strength and can count some incredible brand names amongst their client portfolio.  They have a growing Media Science team who are responsible for driving the performance of clients marketing campaigns and as  Media Data Analyst you will work closely with these clients to understand their business needs and supporting them to improve their analytics strategy.  

Day-to-day you will use web analytics data and media data to identify efficiencies and growth opportunities and you will suggest solutions.  You will design and deploy mapped data sets across a client’s marketing channels, analysing and generating insights  from their data, and driving positive change across their business using a variety of tools.  Above all, you will seek to understand how prospective customers engage with marketing and use these insights to help optimise the media they invest in and align  their cross-channel strategy.   This is therefore a varied role with tasks ranging from modelling data, analysing it, manipulating,?interpreting, or looking for insights within?it to impact marketing campaigns.

To be considered you must be a passionate, Media Data Analyst with the following skills and experience:

 Good experience with SQL, Python or RExperience with Google Analytics or Adobe Analytics in a previous analytical roleExcellent communication skills and attention to detail 
Previous Media experience is desirable as is knowledge/experience of Google Marketing Platform (Google Ads, Campaign Manager…).  Any understanding of statistics and modelling techniques such as Attribution, Regression as well as experience with Tableau, Power  BI, Datorama or any BI visualisation tool would also be advantageous.  

This company encourages ideas and innovation and you will have the opportunity to drive best practices and processes.  You will get exposure and training on a variety of tools and access to courses and mentorships that will help you to progress your career     

If you are someone who loves?data and is passionate about digital marketing then this role is for you!

If you are interested please apply ASAP. The People Network is an employment agency and will respond to all applicants within three - five working days. If you do not hear within these timescales please feel free to get in touch.","",""
"1628455192-1576","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=10","Category Data Analyst","https://www.reed.co.uk/jobs/category-data-analyst/43183693?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Category Data Analyst","STORMX RECRUITMENT LIMITED","£26,000 - £28,000 per annum","Posted 28 June by 

                        	 STORMX RECRUITMENT LIMITED","Category Data Analyst Stevenage  Full-time, Permanent £28,000 A well-established, successful business based in Stevenage requires a Category Data Analyst to join their team. This is a wonderful opportunity to develop a new category and make a significant impression as well as develop your own career. You will ideally have prior Experience in Category Management or an FMCG background.  A Business or Related degree in statistics would be desirable.  The role requires 2 key attributes - managing the on-going PowerBI system to ensure 'accuracy’ of data (managing our legacy data input) and store check intelligence to verify the data before entry into the system.  Familiar to Analysing EPOS data from array of sources IRI / Kantar and customer specific CRM systems.Effectively collate and distribute marketing intelligence to give a 360 understanding of category changes / impact from store visits.Responsible for producing key reports feeding into business-critical planning and customer meetings.Managing strategies for specific customersJoint responsibility for writing customer stories /plans for category, commercial & NPD meetingsUpdate and upkeep of legacy systems for all products in conjunction with Commercial, NPD and Category department Key attributes will include:  Organised & able to work with minimal supervision.Flexible mind-setEffective communicatorProven analytical skills.Knowledge of sales & marketing areasThis vacancy will suit someone looking to move into their second role within the Category Management areaMinimum of 2 years Category Management","",""
"1628455457-1656","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=7","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43376771?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","M65 Jobsearch","£30,000 - £40,000 per annum, negotiable","Posted 15 July by 

                        M65 Jobsearch","We are looking for a high-performing Data Analyst to join our clients ever-growing team, at their prestige office in Blackburn.  This is a fulltime role with the flexibility of office/home working (1-2 days).  What does the role involve?  Identify reporting and data analysis opportunities and requirements. Develop and execute database queries and conduct analyses where required.   Support the ongoing management and maintenance of the SQL database environment. Develop and manage core central reporting and data analysis reports and dashboards utilising business information systems and PowerBI. Evaluate and improve existing business information and analysis systems and platforms.  What we are looking for  Minimum of 3 year's experience in a similar role.   Working with, and management of, SQL environments essential. Including:  SQL ServerIntegration Services (SSIS), SQL Server Reporting Services (SSRS) and SQL Server Analysis Services (SSAS).Experience in developing solutions in PowerBI is essential. Experience of data migrations. Data warehouse design / data modelling.  Benefits  Basic Salary between £30,000 to £40,000 (depending on experience). Excellent working environment. 28 days (includes Bank Holidays) Progression within the company.  Please apply below, or for more information contact Katie at M65 Jobsearch.","5","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=5"
"1628454154-1176","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=25","Entry Level Data Engineer / Data Analyst / Python Developer","https://www.reed.co.uk/jobs/entry-level-data-engineer-data-analyst-python-developer/43191229?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Entry Level Data Engineer / Data Analyst / Python Developer","The App Experts Ltd","€30,000 - €35,000 per annum","Posted 29 June by 

                        The App Experts Ltd","Company Background: Job Level: Junior or Entry Level or Mid Level Head Quarters / Office Location: London The App Experts is an IT management and consulting firm based in Tower Hill Central London. We are responsible for sourcing and hiring field experts for various fortune 500 companies such as Red Bull and Barclays previously and we are currently  working with Metro Bank and Spotify. We primarily work with Software and Cloud Hosted Services organizations as well as Mobile Apps and Service companies. We are looking for qualified individuals that possess a student mentality, love of travel and a drive  to succeed. What you will be doing:
You will be joining our ever-expanding data engineering team as it grows to meet the needs of the market. We want individuals who think ""outside the box"" and are comfortable with data engineering tasks& python. The ideal candidate for this role is highly analytical  with a knack for analysis, math and statistics. They are a team player possessing critical thinking and problem-solving skills with a passion for machine-learning and research. They need to possess the technical skills to explain the ""how"" and ""what"" behind  technical decisions to non-tech stakeholders. What you need for this position:  At least Bachelor’s college/university degree in Computer Science, Statistics, Mathematics, Engineering, Economics, or related fieldsAlternatively, atleast skills in Data Analyst or Data Scientist, or Research Assistant or Data Engineering or Big Data or as Junior Data Engineer or Machine Learning Engineer or Python Developer or Junior Statistician or Juinor Data Analytics , Data Analyst,  Big Data Proficient in Python but we accept also exp with functional/object-oriented programming. If candidate has data analytics /engineering expAbility to translate objectives to a project plan with milestones, and resource/technology requirements, and teach, lead, and manage projects/people/clients to successful execution.Ability to work across multiple engagements with clients to assess needs, provide assistance, and resolve problems, using structured problem solving and communication to both technical and non-technical audiences.Availability to travel and live in the across europe. (Particularly in London for training; but company will aid with travel/housing expense)","26","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=26"
"1628455084-1534","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=11","Finance Data Analyst","https://www.reed.co.uk/jobs/finance-data-analyst/43432922?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Finance Data Analyst","Robert Walters","£17.00 - £19.00 per hour","Posted 20 July by 

                        Robert Walters","Temporary Finance Analyst - Immediate start - £17-£19 per hour An employer of choice in Hatfield are looking for a Finance Analyst to join their team to manipulate, format and analyse large volumes of Financial data on Excel and be involved in the month end process. For the right candidate there may be an opportunity  for a permanent role within the wider Finance team. Main duties for the Finance Data Analyst will be:  Month end close activitiesPrepare and close month end JournalsManipulate large volumes of financial data on Excel Analysing dataLiaising with stakeholders You will:  Have month end close experienceHave strong Excel skills If you are interested in this role and are immediately available to start, please get in touch at","",""
"1628454627-1359","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=19","Data Migration Business Analyst","https://www.reed.co.uk/jobs/data-migration-business-analyst/43615883?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Migration Business Analyst","Certas Energy","£40,000 - £50,000 per annum","Posted 2 days ago by 
                                Certas Energy","We currently have a vacancy for a Data Migration Business Analyst working 37.5 hours Monday - Friday, on a fixed term contract until the end of December 2022, with our IT team. This position will be based anywhere in the UK with frequent travel expected  to key locations including our sites Trafford Park & Warrington, The central belt of Scotland and the Midlands. This role as Data Migration Business Analyst is responsible for designing, planning & managing the data migration process across key strategic projects. You will work with subject matter experts and project teams to identify, define, collate, document &  communicate the data migration requirements. As a Data Migration Business Analyst you will prepare data migration plans including migration risk, milestones, quality and business sign-off details. You will work across functional projects to understand data usage and implications for data migration. Skills and are experience desired for this role are:  Relevant experience in a data and/or analyst position is desirable.Strong ability to collect & analyse information in a systematic manner that results in problems & solutions being identified.Good attention to detail & accuracy is required.  Experience of manipulating and reformatting data.Confidence to challenge the status quo and to make clear recommendations on remedial action.Thorough understanding of different data structures / formats and comfortable importing / exporting data from various sources.Ability to develop and deliver data governance framework.A good communicator, able to present data solutions and management information clearly and succinctly to all levels in the business. Benefits also provided by Certas include discount schemes, pension scheme and holiday buy and sell options. This role provides an excellent opportunity to gain experience and grow within the UKs largest independent retailer of fuels and lubricants. Company Information Certas Energy is the leading independent distributor of fuels and lubricants in the UK. With a national network of over 130 depots, over 900 tankers, more than 800 retail forecourts, fuel cards usable at over 2,000 sites, it is our 2,300 colleagues who keep  our business moving each day. Our team is an essential part of the robust infrastructure that consistently and dependably delivers billions of litres of high-quality fuel and associated services to homes and businesses all over the UK each year. We’re proud of our range of innovative fuel supply and management services and are committed to provide industry leading solutions in liquid fuels, as the worlds energy mix evolves towards a zero emissions future. From the option to offset carbon emissions  with each fuel order, to providing cleaner burning fuels that lower harmful emission of PM and NOx, Certas Energy strive to make our energy expertise count for all of our customers. We have a strong culture of safety and compliance principles, driven by our dedicated Safety F1rst and Doing the Right Thing Initiatives. This, teamed with our many programmes of learning, development and talent nurture, means that we can support our colleagues  to grow and thrive within a fast paced working environment. This is fundamental to good business performance, and integral to our long-term business success. The successful candidate will be offered the position of Data Migration Business Analyst on Certas Energy terms and conditions of employment. Certas Energy Ltd is an Equal Opportunities Employer","",""
"1628454497-1309","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=21","Senior Data Analyst - Remote","https://www.reed.co.uk/jobs/senior-data-analyst-remote/43501634?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Senior Data Analyst - Remote","Corriculo Ltd","£70,000 - £85,000 per annum","Posted 27 July by 

                        Corriculo Ltd","Senior Data Analyst – Remote 
 A Senior Data Analyst is required to join a technology company based in Oxford on a remote basis. This is a great opportunity for a Senior Data Analyst to join a newly established team and work on a greenfield projects!  The Role The Senior Data Analyst will be working for delivering key data projects and reports, working to analyse and creatively visualise important business data into easily digestible reports that will inform strategic business decision. As the Senior Data Analyst,  you will be the point of contact in the team for internal stakeholders, so communicating across several business units will be essential.    The Company The Senior Data Analyst will be joining a leading company in Oxford at the forefront of the UK internet. Offering a dynamic workplace, this is a great company who really look after their staff, including great training and progression opportunities, as well  as an excellent benefit package which includes:   10% bonus 30 days holiday 7% pension Fully remote working and flexible hours Life insurance Private healthcare   What’s Required? For this Senior Data Analyst position we’re looking for:   Strong experience in data analytics and insights Data visualisation Good grasp of BI systems, SQL, and databases Pivot tables, decision tree analysis, logistical regressions  What Next? 
 If you’re a Senior Data Analyst looking for your next challenge, please apply today to learn more.  Senior Data Analyst – Remote  
 Corriculo Ltd acts as an employment agency and an employment business.","",""
"1628454227-1207","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=25","Apprentice Production Planning & Data Analyst","https://www.reed.co.uk/jobs/apprentice-production-planning-data-analyst/43493427?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Apprentice Production Planning & Data Analyst","Hammonds","£23,000 per annum","Posted 27 July by 

                        Hammonds","At Hammonds, we believe wholeheartedly that fitted furniture and tailored storage has the power to transform homes. Our family run business has been crafting beautiful furniture for over 90 years, utilising any space to create well-ordered homes all over  the UK. We are excited to be offering a unique opportunity for a talented individual to join us in an Operational planning Role whilst completing a Data Technician Apprenticeship.  This will enable the Apprentice to gain valuable hands-on experience  whilst studying for an Industry Standard Qualification.  Providing guidance and support along the way will see the Apprentice on the path to a successful career in either Production Planning or IT. We see this Apprentice Production Planning & Data Analyst position as an ideal role for someone who is highly numerate with a passion for all things IT and has already gained some experience/qualifications in this field.   Key aspects of the Apprentice Production Planning & Data Analyst role will include: - AS400 Production System Setup - Production Planning & Scheduling - Support Other Functions Operational Planning - Compilation and Reporting of Production & Company KPI’s - Sourcing, collating, cleansing, formatting, automating, analysis, presentation & communication of data - Provision of data analysis support to improvement project teams - Identify, Specify Requirements and Develop / Liaise with IT on Data Based Improvement Projects to Improve Quality and Efficiency We are seeking an Apprentice Production Planning & Data Analyst that has the following skills: - Minimum of 2 Maths / Science A Levels (or equivalent) - GCSE A-C English (or equivalent) - Ideally a minimum of 1 years’ experience in an Office Environment - High level of mathematical and statistical ability - High level of MS Excel and Access capability (able to demonstrate use of formulas/charting/visual basic/ODBC) - The ability to analyse, model and interpret data - To be inquisitive and have problem-solving skills - Good interpersonal and teamwork skills - Great communication skills And the following personal qualities: - Confident and decisive - Methodical and logical approach - Good accuracy and attention to detail - Able to concentrate for long periods of time - Ability to plan work and meet deadlines - Able to work independently and take responsibility We are offering our Apprentice Production Planning & Data Analyst a starting salary of up to £23,000 and we offer the following benefits: - Contributory Pension Scheme - Free on-site Car Parking - On-site Staff Canteen - Electronic on-line Payslips - Corporate Gym Memberships - Employee Assistance Program - 23 days annual holiday, increasing to 33 with service plus 8 Bank Holidays - Refer a Friend Incentive Scheme - Discounted Staff Purchase Scheme - Long Service Recognition Scheme In addition to the above, you will be studying for a Data Technician Apprenticeship, fully funded and supported by the Company. As we are situated in Hinckley Leicestershire; you will ideally live in or around this area; you can easily commute from Coventry, Nuneaton, Leicester and the surrounding villages. Apply now to find out more about this Apprentice Production Planning & Data Analyst role and how we can work together.","",""
"1628455566-1699","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43616969?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","Room At The Top Recruitment","£17.00 - £21.00 per hour","Posted 2 days ago by 

                        Room At The Top Recruitment","Our global client based in Milton Keynes is recruiting a Data Analyst to work for them on a temporary basis initially until end of December 2021. The Data Analyst will join the team to enhance of data and reporting capabilities as they progress through a  significant business transformation programme. The candidate will be responsible for importing, cleansing, validating and analysing data with the purpose of understanding or drawing conclusions from the data. May consolidate and/or present data in charts, graphs, or tables. Focused on improving data  quality. Previous data analysis and report generation experience required along with strong analytical, verbal and written communication skills. This is a full-time position working 37.5 hours per week (Monday - Friday) and offers an hourly rate pf £17 - £21  per hour depending on experience, plus holiday pay. Responsibilities  Capture, manage and organise data to create bespoke customer reports using in house systemsAcquire data from primary and secondary data sources and maintain databases / data systemsInterpret data, analyse results -work with the team to prioritise business and information needsWork with the team to define new process improvement opportunities Requirements  Analytical skills with the ability to collect, organise and analyse large data sets with attention to detail and accuracyKnowledge of statistical packages for analysis (Excel)Experience in SAP and OracleExperience regarding data models, data mining and segmentationStrong numeracy skillsLogical application to troubleshooting and problem solving","4","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=4"
"1628454622-1357","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=19","Catastrophe Modelling Data Analyst","https://www.reed.co.uk/jobs/catastrophe-modelling-data-analyst/43346608?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Catastrophe Modelling Data Analyst","McGregor Boyall","£600.00 - £700.00 per day","Posted 13 July by 

                        McGregor Boyall","Catastrophe Modelling Data Analyst - Contract inside IR35 - Bromley  The role:  The successful candidate will play a lead role with the embedding and operationalising of new catastrophe modelling software, automate production of exposure management reporting across personal and commercial lines, manage and develop internal data feeds,  support our catastrophe model validation program and climate change agenda, and work with the Pricing and Underwriting functions to understand and price for accumulation risk. The requirements:  Good knowledge of RMS catastrophe modelling softwareHave strong programming skills, ideally R, SAS and SQL. Full spec available upon request.  McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.","",""
"1628455278-1586","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=9","Senior Data Analyst","https://www.reed.co.uk/jobs/senior-data-analyst/43374542?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Senior Data Analyst","Owen Daniels Consultancy","£30,000 - £45,000 per annum","Posted 15 July by 

                        Owen Daniels Consultancy","Senior Data Analyst

Permanent Position
Competitive Annual Package
Monday to Friday

Coventry Based

My client is looking for a Senior Data Analyst on a permanent basis to be responsible for the standard of quality of the data, systems and processes ensuring data maturity.

The business specialises in Aerospace Engineering and distribution services across the world, and as data capability grows and matures they are looking for an experienced interim professional to help execute the next stage in this journey.

Senior Data Analyst
Job Description
 Assessing and improving data entry standards across all sites of the business. Correcting any common issues which take place during data entry.Apply root cause analysis to identify quality issues and using the correct remedial actionReceiving and actioning data quality remediation reports on a daily basisTo design, develop and maintain BI Solutions, this could include: Creating data queries, Presenting information through reports and visualizations where required.Liaising with departments across multiple sites to understand the requirements and any improvements that could be made. Essential Skills/Experience/Qualifications required:
 Demonstrable experience in SQL and data modelling (syntax, operators, joins, merges)Advanced experience/knowledge of PowerBI and SQLExpert in data quality practices (protection, security and privacy)Experienced in Data cleanse, processing and profilingTrack record project managing and delivering data quality improvements Senior Data Analyst
Desirable Skills/Experience/Qualifications required:
 Aerospace / Engineering / Supply Chain Experience","",""
"1628455320-1604","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=9","Social Data Analyst","https://www.reed.co.uk/jobs/social-data-analyst/43415272?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Social Data Analyst","Harnham","£200.00 - £300.00 per day","Posted 19 July by 

                        Harnham","Social Data Analyst  £200-£300 per day 3 motnhs  Remote  Marketing & Advertising  The Company  A global media agency that have a bold vision for the future of Data & Analytics being being fundamental to Marketing & Advertising successfully, are looking to add a Social Data Analyst t the team for the next 3 months. The team are grounded in being analytical,  pragmatic and thrive in overachieving. The Role As a Social Analyst, you'll be reporting into the Head of Analytics and working across multiple teams such as Marketing, Analytics and Product. Your responsibilities will include but are not limited to:  Work closely with key stakeholders across multiple divisions to extract data-driven insights and findings to propose recommendations in line with performance marketing and brand goalsPull and analyse data from key social platforms, and internal data management tools to offer informative and clear insights based on the findingsSupport new business and PR efforts to back up pitchesSet measurement objectives and forecast KPIs in line with the performance marketing and brand team The Ideal Social Data Analyst Will Have:  Experience within stakeholder management is vitalExperience analysing e-commerce data trends using GWI, TGI, Google or Adobe AnalyticsExperience using social analytics/listening tools such as Brandwatch, Talkwaler, Sprinklr, Audisense, etccExperience presenting data insights and recommendations to key internal stakeholders and external clientsExperience within an ageny would be desirable but not a must How To Apply Please submit your CV by clicking the ""Apply"" button above for consideration by Zavina Johnson","",""
"1628454182-1188","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=25","Contact Centre Data & Reporting Analyst","https://www.reed.co.uk/jobs/contact-centre-data-reporting-analyst/43359441?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Contact Centre Data & Reporting Analyst","Parkdean Resorts","£25,000 per annum","Posted 14 July by 
                                Parkdean Resorts","Newcastle upon Tyne

Our Central Support Office based in Gosforth and is the bustling hub of Parkdean Resorts. This exciting place to work houses all the essential supporting functions for our 67 holiday parks along with our award winning Contact Centre.

This modern office has a great feel, a mix of energetic knowledgeable professionals all working as one unified team to achieve Parkdean Resorts objectives. Based near the centre of Newcastle upon Tyne, it has great transport links.

Contact Centre Data & Reporting Analyst

As a Contact Centre Data and Reporting Analyst you will be required to provide commercial and operational reporting and analysis for the Holiday Sales Contact Centre.
Analysing key booking trends, performance and providing detailed reporting on KPI measurements whilst identifying opportunities and making recommendations to key stakeholders.

Job Description:
* To lead all areas of the reporting processes within the contact centre
* To create, implement and maintain a report depository that provides data and analytics to the senior team in a timely and consistent manner
* To implement a reporting schedule that meets the needs of the business and be agile to the varying needs of the business and/or department including handling adhoc requests as required
* To be accountable for analysing key performance trends and providing recommendations
* To work in collaboration with other commercial and reporting disciplines to ensure reporting quality is in line with company standards
* To work closely with internal system development teams to drive improvements to input/output reporting requirements
* To be fully versed with all system applications, including bespoke sales platforms, telephony management systems and Microsoft office tools
* To spearhead the development and implementation to BI reporting
* To regularly present to internal key stakeholders on performance trends and analytics
Person Specification:
* Exceptional Excel and PowerPoint skills
* Experience working across multiple systems / platforms
* Ability to interpret MI and provide summary verbatim and analytics
* A strong understanding of sales and service KPI's with a high focus on data analytics
* Ability to work on own initiative and confident in managing multiple stakeholders.
* Provide excellent time management skills and the ability to prioritise effectively
* Agility to adapt promptly with key business requirements and changes
* Excellent written and verbal communication skills.
* Flexible/Adaptable to support a 7 day operation and operational hours

What can we offer you?

* Competitive rates of pay

* Discretionary bonus packages

* Fantastic team environment

* 25% discount on holidays for yourself, friends and family

* Stand-by breaks available at a discounted rate

* Full uniform provided where necessary

* Full training

To start Creating Amazing Memories with us, apply now!","",""
